STAGE_NUMBER,STARTING_AT_KM,NAME,INITIAL_ALTITUDE,DISTANCE,AVERAGE_SLOPE,CATEGORY
1691,141,Côte de Rogna,0,7.6,4.9,3
1691,148.5,Côte de Choux,0,1.7,6.5,3
1691,152.5,Côte de Désertin,0,3.1,5.2,4
1691,168,Côte d'Échallon,0,3,6.6,3
1692,58.5,Col de Brouilly,0,1.7,5.1,4
1692,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1692,138,Col des Brosses,0,15.3,3.3,3
1692,164,Côte de Grammond,0,9.8,2.9,4
1693,24,Col de la Croix de Montvieux,0,8,4.1,3
1693,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1693,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1694,82,Col du Lautaret,2058,34,3.9,1
1694,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1694,177,Montée de Risoul,1855,12.6,6.9,1
1696,25,Côte de Fanjeaux,0,2.4,4.9,4
1696,71.5,Côte de Pamiers,0,2.5,5.4,4
1696,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1696,176.5,Col des Ares,0,6,5.2,3
1696,216,Port de Balès,1755,11.7,7.7,H
1697,57.5,Col du Portillon,1292,8.3,7.1,1
1697,82,Col de Peyresourde,1569,13.2,7,1
1697,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1697,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1698,28,Côte de Bénéjacq,0,2.6,6.7,3
1698,56,Côte de Loucrup,0,2,7,3
1698,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1698,145.5,Montée du Hautacam,1520,13.6,7.8,H
1699,195.5,Côte de Monbazillac,0,1.3,7.6,4
1701,31,Côte de Briis-sous-Forges,0,0,0,4
1702,68,Côte de Cray,0,1.6,7.1,4
1702,103.5,Côte de Buttertubs,0,4.5,6.8,3
1702,129.5,Côte de Griton Moor,0,3,6.6,3
1703,47,Côte de Blubberhouses,0,1.8,6.1,4
1703,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1703,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1703,119.5,Côte de Greetland,0,1.6,6.7,3
1703,143.5,Côte de Holme Moss,0,4.7,7,2
1703,167,Côte de Midhopestones,0,2.5,6.1,3
1703,175,Côte de Bradfield,0,1,7.4,4
1703,182,Côte d'Oughtibridge,0,1.5,9.1,3
1703,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1705,34,Côte de Campagnette,0,1,6.5,4
1705,117.5,Mont Noir,0,1.3,5.7,4
1707,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1707,157,Côte de Roucy,0,1.5,6.2,4
1708,217.5,Côte de Maron,0,3.2,5,4
1708,229,Côte de Boufflers,0,1.3,7.9,4
1709,142,Col de la Croix des Moinats,891,7.6,6,2
1709,150,Col de Grosse Pierre,901,3,7.5,2
1709,161,Côte de La Mauselaine,0,1.8,10.3,3
1710,11.5,Col de la Schlucht,1140,8.6,4.5,2
1710,41,Col du Wettstein,0,7.7,4.1,3
1710,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1710,86,Côte de Gueberschwihr,559,4.1,7.9,2
1710,120,Le Markstein,1183,10.8,5.4,1
1710,127,Grand Ballon,0,1.4,8.6,3
1711,30.5,Col du Firstplan,722,8.3,5.4,2
1711,54.5,Petit Ballon,1163,9.3,8.1,1
1711,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1711,103.5,Col d'Oderen,884,6.7,6.1,2
1711,125.5,Col des Croix,0,3.2,6.2,3
1711,143.5,Col des Chevrères,914,3.5,9.5,1
1711,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1712,141,Côte de Rogna,0,7.6,4.9,3
1712,148.5,Côte de Choux,0,1.7,6.5,3
1712,152.5,Côte de Désertin,0,3.1,5.2,4
1712,168,Côte d'Échallon,0,3,6.6,3
1713,58.5,Col de Brouilly,0,1.7,5.1,4
1713,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1713,138,Col des Brosses,0,15.3,3.3,3
1713,164,Côte de Grammond,0,9.8,2.9,4
1714,24,Col de la Croix de Montvieux,0,8,4.1,3
1714,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1714,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1715,82,Col du Lautaret,2058,34,3.9,1
1715,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1715,177,Montée de Risoul,1855,12.6,6.9,1
1717,25,Côte de Fanjeaux,0,2.4,4.9,4
1717,71.5,Côte de Pamiers,0,2.5,5.4,4
1717,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1717,176.5,Col des Ares,0,6,5.2,3
1717,216,Port de Balès,1755,11.7,7.7,H
1718,57.5,Col du Portillon,1292,8.3,7.1,1
1718,82,Col de Peyresourde,1569,13.2,7,1
1718,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1718,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1719,28,Côte de Bénéjacq,0,2.6,6.7,3
1719,56,Côte de Loucrup,0,2,7,3
1719,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1719,145.5,Montée du Hautacam,1520,13.6,7.8,H
1720,195.5,Côte de Monbazillac,0,1.3,7.6,4
1722,31,Côte de Briis-sous-Forges,0,0,0,4
1723,68,Côte de Cray,0,1.6,7.1,4
1723,103.5,Côte de Buttertubs,0,4.5,6.8,3
1723,129.5,Côte de Griton Moor,0,3,6.6,3
1724,47,Côte de Blubberhouses,0,1.8,6.1,4
1724,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1724,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1724,119.5,Côte de Greetland,0,1.6,6.7,3
1724,143.5,Côte de Holme Moss,0,4.7,7,2
1724,167,Côte de Midhopestones,0,2.5,6.1,3
1724,175,Côte de Bradfield,0,1,7.4,4
1724,182,Côte d'Oughtibridge,0,1.5,9.1,3
1724,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1726,34,Côte de Campagnette,0,1,6.5,4
1726,117.5,Mont Noir,0,1.3,5.7,4
1728,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1728,157,Côte de Roucy,0,1.5,6.2,4
1729,217.5,Côte de Maron,0,3.2,5,4
1729,229,Côte de Boufflers,0,1.3,7.9,4
1730,142,Col de la Croix des Moinats,891,7.6,6,2
1730,150,Col de Grosse Pierre,901,3,7.5,2
1730,161,Côte de La Mauselaine,0,1.8,10.3,3
1731,11.5,Col de la Schlucht,1140,8.6,4.5,2
1731,41,Col du Wettstein,0,7.7,4.1,3
1731,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1731,86,Côte de Gueberschwihr,559,4.1,7.9,2
1731,120,Le Markstein,1183,10.8,5.4,1
1731,127,Grand Ballon,0,1.4,8.6,3
1732,30.5,Col du Firstplan,722,8.3,5.4,2
1732,54.5,Petit Ballon,1163,9.3,8.1,1
1732,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1732,103.5,Col d'Oderen,884,6.7,6.1,2
1732,125.5,Col des Croix,0,3.2,6.2,3
1732,143.5,Col des Chevrères,914,3.5,9.5,1
1732,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1733,141,Côte de Rogna,0,7.6,4.9,3
1733,148.5,Côte de Choux,0,1.7,6.5,3
1733,152.5,Côte de Désertin,0,3.1,5.2,4
1733,168,Côte d'Échallon,0,3,6.6,3
1734,58.5,Col de Brouilly,0,1.7,5.1,4
1734,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1734,138,Col des Brosses,0,15.3,3.3,3
1734,164,Côte de Grammond,0,9.8,2.9,4
1735,24,Col de la Croix de Montvieux,0,8,4.1,3
1735,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1735,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1736,82,Col du Lautaret,2058,34,3.9,1
1736,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1736,177,Montée de Risoul,1855,12.6,6.9,1
1738,25,Côte de Fanjeaux,0,2.4,4.9,4
1738,71.5,Côte de Pamiers,0,2.5,5.4,4
1738,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1738,176.5,Col des Ares,0,6,5.2,3
1738,216,Port de Balès,1755,11.7,7.7,H
1739,57.5,Col du Portillon,1292,8.3,7.1,1
1739,82,Col de Peyresourde,1569,13.2,7,1
1739,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1739,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1740,28,Côte de Bénéjacq,0,2.6,6.7,3
1740,56,Côte de Loucrup,0,2,7,3
1740,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1740,145.5,Montée du Hautacam,1520,13.6,7.8,H
1741,195.5,Côte de Monbazillac,0,1.3,7.6,4
1743,31,Côte de Briis-sous-Forges,0,0,0,4
1744,68,Côte de Cray,0,1.6,7.1,4
1744,103.5,Côte de Buttertubs,0,4.5,6.8,3
1744,129.5,Côte de Griton Moor,0,3,6.6,3
1745,47,Côte de Blubberhouses,0,1.8,6.1,4
1745,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1745,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1745,119.5,Côte de Greetland,0,1.6,6.7,3
1745,143.5,Côte de Holme Moss,0,4.7,7,2
1745,167,Côte de Midhopestones,0,2.5,6.1,3
1745,175,Côte de Bradfield,0,1,7.4,4
1745,182,Côte d'Oughtibridge,0,1.5,9.1,3
1745,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1747,34,Côte de Campagnette,0,1,6.5,4
1747,117.5,Mont Noir,0,1.3,5.7,4
1749,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1749,157,Côte de Roucy,0,1.5,6.2,4
1750,217.5,Côte de Maron,0,3.2,5,4
1750,229,Côte de Boufflers,0,1.3,7.9,4
1751,142,Col de la Croix des Moinats,891,7.6,6,2
1751,150,Col de Grosse Pierre,901,3,7.5,2
1751,161,Côte de La Mauselaine,0,1.8,10.3,3
1752,11.5,Col de la Schlucht,1140,8.6,4.5,2
1752,41,Col du Wettstein,0,7.7,4.1,3
1752,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1752,86,Côte de Gueberschwihr,559,4.1,7.9,2
1752,120,Le Markstein,1183,10.8,5.4,1
1752,127,Grand Ballon,0,1.4,8.6,3
1753,30.5,Col du Firstplan,722,8.3,5.4,2
1753,54.5,Petit Ballon,1163,9.3,8.1,1
1753,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1753,103.5,Col d'Oderen,884,6.7,6.1,2
1753,125.5,Col des Croix,0,3.2,6.2,3
1753,143.5,Col des Chevrères,914,3.5,9.5,1
1753,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1754,141,Côte de Rogna,0,7.6,4.9,3
1754,148.5,Côte de Choux,0,1.7,6.5,3
1754,152.5,Côte de Désertin,0,3.1,5.2,4
1754,168,Côte d'Échallon,0,3,6.6,3
1755,58.5,Col de Brouilly,0,1.7,5.1,4
1755,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1755,138,Col des Brosses,0,15.3,3.3,3
1755,164,Côte de Grammond,0,9.8,2.9,4
1756,24,Col de la Croix de Montvieux,0,8,4.1,3
1756,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1756,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1757,82,Col du Lautaret,2058,34,3.9,1
1757,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1757,177,Montée de Risoul,1855,12.6,6.9,1
1759,25,Côte de Fanjeaux,0,2.4,4.9,4
1759,71.5,Côte de Pamiers,0,2.5,5.4,4
1759,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1759,176.5,Col des Ares,0,6,5.2,3
1759,216,Port de Balès,1755,11.7,7.7,H
1760,57.5,Col du Portillon,1292,8.3,7.1,1
1760,82,Col de Peyresourde,1569,13.2,7,1
1760,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1760,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1761,28,Côte de Bénéjacq,0,2.6,6.7,3
1761,56,Côte de Loucrup,0,2,7,3
1761,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1761,145.5,Montée du Hautacam,1520,13.6,7.8,H
1762,195.5,Côte de Monbazillac,0,1.3,7.6,4
1764,31,Côte de Briis-sous-Forges,0,0,0,4
1765,68,Côte de Cray,0,1.6,7.1,4
1765,103.5,Côte de Buttertubs,0,4.5,6.8,3
1765,129.5,Côte de Griton Moor,0,3,6.6,3
1766,47,Côte de Blubberhouses,0,1.8,6.1,4
1766,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1766,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1766,119.5,Côte de Greetland,0,1.6,6.7,3
1766,143.5,Côte de Holme Moss,0,4.7,7,2
1766,167,Côte de Midhopestones,0,2.5,6.1,3
1766,175,Côte de Bradfield,0,1,7.4,4
1766,182,Côte d'Oughtibridge,0,1.5,9.1,3
1766,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1768,34,Côte de Campagnette,0,1,6.5,4
1768,117.5,Mont Noir,0,1.3,5.7,4
1770,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1770,157,Côte de Roucy,0,1.5,6.2,4
1771,217.5,Côte de Maron,0,3.2,5,4
1771,229,Côte de Boufflers,0,1.3,7.9,4
1772,142,Col de la Croix des Moinats,891,7.6,6,2
1772,150,Col de Grosse Pierre,901,3,7.5,2
1772,161,Côte de La Mauselaine,0,1.8,10.3,3
1773,11.5,Col de la Schlucht,1140,8.6,4.5,2
1773,41,Col du Wettstein,0,7.7,4.1,3
1773,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1773,86,Côte de Gueberschwihr,559,4.1,7.9,2
1773,120,Le Markstein,1183,10.8,5.4,1
1773,127,Grand Ballon,0,1.4,8.6,3
1774,30.5,Col du Firstplan,722,8.3,5.4,2
1774,54.5,Petit Ballon,1163,9.3,8.1,1
1774,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1774,103.5,Col d'Oderen,884,6.7,6.1,2
1774,125.5,Col des Croix,0,3.2,6.2,3
1774,143.5,Col des Chevrères,914,3.5,9.5,1
1774,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1775,141,Côte de Rogna,0,7.6,4.9,3
1775,148.5,Côte de Choux,0,1.7,6.5,3
1775,152.5,Côte de Désertin,0,3.1,5.2,4
1775,168,Côte d'Échallon,0,3,6.6,3
1776,58.5,Col de Brouilly,0,1.7,5.1,4
1776,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1776,138,Col des Brosses,0,15.3,3.3,3
1776,164,Côte de Grammond,0,9.8,2.9,4
1777,24,Col de la Croix de Montvieux,0,8,4.1,3
1777,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1777,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1778,82,Col du Lautaret,2058,34,3.9,1
1778,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1778,177,Montée de Risoul,1855,12.6,6.9,1
1780,25,Côte de Fanjeaux,0,2.4,4.9,4
1780,71.5,Côte de Pamiers,0,2.5,5.4,4
1780,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1780,176.5,Col des Ares,0,6,5.2,3
1780,216,Port de Balès,1755,11.7,7.7,H
1781,57.5,Col du Portillon,1292,8.3,7.1,1
1781,82,Col de Peyresourde,1569,13.2,7,1
1781,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1781,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1782,28,Côte de Bénéjacq,0,2.6,6.7,3
1782,56,Côte de Loucrup,0,2,7,3
1782,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1782,145.5,Montée du Hautacam,1520,13.6,7.8,H
1783,195.5,Côte de Monbazillac,0,1.3,7.6,4
1785,31,Côte de Briis-sous-Forges,0,0,0,4
1786,68,Côte de Cray,0,1.6,7.1,4
1786,103.5,Côte de Buttertubs,0,4.5,6.8,3
1786,129.5,Côte de Griton Moor,0,3,6.6,3
1787,47,Côte de Blubberhouses,0,1.8,6.1,4
1787,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1787,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1787,119.5,Côte de Greetland,0,1.6,6.7,3
1787,143.5,Côte de Holme Moss,0,4.7,7,2
1787,167,Côte de Midhopestones,0,2.5,6.1,3
1787,175,Côte de Bradfield,0,1,7.4,4
1787,182,Côte d'Oughtibridge,0,1.5,9.1,3
1787,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1789,34,Côte de Campagnette,0,1,6.5,4
1789,117.5,Mont Noir,0,1.3,5.7,4
1791,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1791,157,Côte de Roucy,0,1.5,6.2,4
1792,217.5,Côte de Maron,0,3.2,5,4
1792,229,Côte de Boufflers,0,1.3,7.9,4
1793,142,Col de la Croix des Moinats,891,7.6,6,2
1793,150,Col de Grosse Pierre,901,3,7.5,2
1793,161,Côte de La Mauselaine,0,1.8,10.3,3
1794,11.5,Col de la Schlucht,1140,8.6,4.5,2
1794,41,Col du Wettstein,0,7.7,4.1,3
1794,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1794,86,Côte de Gueberschwihr,559,4.1,7.9,2
1794,120,Le Markstein,1183,10.8,5.4,1
1794,127,Grand Ballon,0,1.4,8.6,3
1795,30.5,Col du Firstplan,722,8.3,5.4,2
1795,54.5,Petit Ballon,1163,9.3,8.1,1
1795,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1795,103.5,Col d'Oderen,884,6.7,6.1,2
1795,125.5,Col des Croix,0,3.2,6.2,3
1795,143.5,Col des Chevrères,914,3.5,9.5,1
1795,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1796,141,Côte de Rogna,0,7.6,4.9,3
1796,148.5,Côte de Choux,0,1.7,6.5,3
1796,152.5,Côte de Désertin,0,3.1,5.2,4
1796,168,Côte d'Échallon,0,3,6.6,3
1797,58.5,Col de Brouilly,0,1.7,5.1,4
1797,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1797,138,Col des Brosses,0,15.3,3.3,3
1797,164,Côte de Grammond,0,9.8,2.9,4
1798,24,Col de la Croix de Montvieux,0,8,4.1,3
1798,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1798,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1799,82,Col du Lautaret,2058,34,3.9,1
1799,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1799,177,Montée de Risoul,1855,12.6,6.9,1
1801,25,Côte de Fanjeaux,0,2.4,4.9,4
1801,71.5,Côte de Pamiers,0,2.5,5.4,4
1801,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1801,176.5,Col des Ares,0,6,5.2,3
1801,216,Port de Balès,1755,11.7,7.7,H
1802,57.5,Col du Portillon,1292,8.3,7.1,1
1802,82,Col de Peyresourde,1569,13.2,7,1
1802,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1802,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1803,28,Côte de Bénéjacq,0,2.6,6.7,3
1803,56,Côte de Loucrup,0,2,7,3
1803,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1803,145.5,Montée du Hautacam,1520,13.6,7.8,H
1804,195.5,Côte de Monbazillac,0,1.3,7.6,4
1806,31,Côte de Briis-sous-Forges,0,0,0,4
1807,68,Côte de Cray,0,1.6,7.1,4
1807,103.5,Côte de Buttertubs,0,4.5,6.8,3
1807,129.5,Côte de Griton Moor,0,3,6.6,3
1808,47,Côte de Blubberhouses,0,1.8,6.1,4
1808,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1808,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1808,119.5,Côte de Greetland,0,1.6,6.7,3
1808,143.5,Côte de Holme Moss,0,4.7,7,2
1808,167,Côte de Midhopestones,0,2.5,6.1,3
1808,175,Côte de Bradfield,0,1,7.4,4
1808,182,Côte d'Oughtibridge,0,1.5,9.1,3
1808,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1810,34,Côte de Campagnette,0,1,6.5,4
1810,117.5,Mont Noir,0,1.3,5.7,4
1812,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1812,157,Côte de Roucy,0,1.5,6.2,4
1813,217.5,Côte de Maron,0,3.2,5,4
1813,229,Côte de Boufflers,0,1.3,7.9,4
1814,142,Col de la Croix des Moinats,891,7.6,6,2
1814,150,Col de Grosse Pierre,901,3,7.5,2
1814,161,Côte de La Mauselaine,0,1.8,10.3,3
1815,11.5,Col de la Schlucht,1140,8.6,4.5,2
1815,41,Col du Wettstein,0,7.7,4.1,3
1815,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1815,86,Côte de Gueberschwihr,559,4.1,7.9,2
1815,120,Le Markstein,1183,10.8,5.4,1
1815,127,Grand Ballon,0,1.4,8.6,3
1816,30.5,Col du Firstplan,722,8.3,5.4,2
1816,54.5,Petit Ballon,1163,9.3,8.1,1
1816,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1816,103.5,Col d'Oderen,884,6.7,6.1,2
1816,125.5,Col des Croix,0,3.2,6.2,3
1816,143.5,Col des Chevrères,914,3.5,9.5,1
1816,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1817,141,Côte de Rogna,0,7.6,4.9,3
1817,148.5,Côte de Choux,0,1.7,6.5,3
1817,152.5,Côte de Désertin,0,3.1,5.2,4
1817,168,Côte d'Échallon,0,3,6.6,3
1818,58.5,Col de Brouilly,0,1.7,5.1,4
1818,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1818,138,Col des Brosses,0,15.3,3.3,3
1818,164,Côte de Grammond,0,9.8,2.9,4
1819,24,Col de la Croix de Montvieux,0,8,4.1,3
1819,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1819,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1820,82,Col du Lautaret,2058,34,3.9,1
1820,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1820,177,Montée de Risoul,1855,12.6,6.9,1
1822,25,Côte de Fanjeaux,0,2.4,4.9,4
1822,71.5,Côte de Pamiers,0,2.5,5.4,4
1822,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1822,176.5,Col des Ares,0,6,5.2,3
1822,216,Port de Balès,1755,11.7,7.7,H
1823,57.5,Col du Portillon,1292,8.3,7.1,1
1823,82,Col de Peyresourde,1569,13.2,7,1
1823,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1823,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1824,28,Côte de Bénéjacq,0,2.6,6.7,3
1824,56,Côte de Loucrup,0,2,7,3
1824,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1824,145.5,Montée du Hautacam,1520,13.6,7.8,H
1825,195.5,Côte de Monbazillac,0,1.3,7.6,4
1827,31,Côte de Briis-sous-Forges,0,0,0,4
1828,68,Côte de Cray,0,1.6,7.1,4
1828,103.5,Côte de Buttertubs,0,4.5,6.8,3
1828,129.5,Côte de Griton Moor,0,3,6.6,3
1829,47,Côte de Blubberhouses,0,1.8,6.1,4
1829,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1829,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1829,119.5,Côte de Greetland,0,1.6,6.7,3
1829,143.5,Côte de Holme Moss,0,4.7,7,2
1829,167,Côte de Midhopestones,0,2.5,6.1,3
1829,175,Côte de Bradfield,0,1,7.4,4
1829,182,Côte d'Oughtibridge,0,1.5,9.1,3
1829,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1831,34,Côte de Campagnette,0,1,6.5,4
1831,117.5,Mont Noir,0,1.3,5.7,4
1833,107.5,Côte de Coucy-le-Château-Auffrique,0,0.9,6.2,4
1833,157,Côte de Roucy,0,1.5,6.2,4
1834,217.5,Côte de Maron,0,3.2,5,4
1834,229,Côte de Boufflers,0,1.3,7.9,4
1835,142,Col de la Croix des Moinats,891,7.6,6,2
1835,150,Col de Grosse Pierre,901,3,7.5,2
1835,161,Côte de La Mauselaine,0,1.8,10.3,3
1836,11.5,Col de la Schlucht,1140,8.6,4.5,2
1836,41,Col du Wettstein,0,7.7,4.1,3
1836,70,Côte des Cinq Châteaux,0,4.5,6.1,3
1836,86,Côte de Gueberschwihr,559,4.1,7.9,2
1836,120,Le Markstein,1183,10.8,5.4,1
1836,127,Grand Ballon,0,1.4,8.6,3
1837,30.5,Col du Firstplan,722,8.3,5.4,2
1837,54.5,Petit Ballon,1163,9.3,8.1,1
1837,71.5,Col du Platzerwasel,1193,7.1,8.4,1
1837,103.5,Col d'Oderen,884,6.7,6.1,2
1837,125.5,Col des Croix,0,3.2,6.2,3
1837,143.5,Col des Chevrères,914,3.5,9.5,1
1837,161.5,La Planche des Belles Filles,1035,5.9,8.5,1
1838,141,Côte de Rogna,0,7.6,4.9,3
1838,148.5,Côte de Choux,0,1.7,6.5,3
1838,152.5,Côte de Désertin,0,3.1,5.2,4
1838,168,Côte d'Échallon,0,3,6.6,3
1839,58.5,Col de Brouilly,0,1.7,5.1,4
1839,83,Côte du Saule-d'Oingt,0,3.8,4.5,3
1839,138,Col des Brosses,0,15.3,3.3,3
1839,164,Côte de Grammond,0,9.8,2.9,4
1840,24,Col de la Croix de Montvieux,0,8,4.1,3
1840,152,Col de Palaquit (D57-D512),1154,14.1,6.1,1
1840,197.5,Montée de Chamrousse,1730,18.2,7.3,H
1841,82,Col du Lautaret,2058,34,3.9,1
1841,132.5,Col d'Izoard - Souvenir Henri Desgrange,2360,19,6,H
1841,177,Montée de Risoul,1855,12.6,6.9,1
1843,25,Côte de Fanjeaux,0,2.4,4.9,4
1843,71.5,Côte de Pamiers,0,2.5,5.4,4
1843,155,Col de Portet-d'Aspet,1069,5.4,6.9,2
1843,176.5,Col des Ares,0,6,5.2,3
1843,216,Port de Balès,1755,11.7,7.7,H
1844,57.5,Col du Portillon,1292,8.3,7.1,1
1844,82,Col de Peyresourde,1569,13.2,7,1
1844,102.5,Col de Val Louron-Azet,1580,7.4,8.3,1
1844,124.5,Montée de Saint-Lary Pla d'Adet,1680,10.2,8.3,H
1845,28,Côte de Bénéjacq,0,2.6,6.7,3
1845,56,Côte de Loucrup,0,2,7,3
1845,95.5,Col du Tourmalet - Souvenir Jacques Goddet,2115,17.1,7.3,H
1845,145.5,Montée du Hautacam,1520,13.6,7.8,H
1846,195.5,Côte de Monbazillac,0,1.3,7.6,4
1848,31,Côte de Briis-sous-Forges,0,0,0,4
1849,68,Côte de Cray,0,1.6,7.1,4
1849,103.5,Côte de Buttertubs,0,4.5,6.8,3
1849,129.5,Côte de Griton Moor,0,3,6.6,3
1850,47,Côte de Blubberhouses,0,1.8,6.1,4
1850,85,Côte d'Oxenhope Moor,0,3.1,6.4,3
1850,112.5,VC Côte de Ripponden,0,1.3,8.6,3
1850,119.5,Côte de Greetland,0,1.6,6.7,3
1850,143.5,Côte de Holme Moss,0,4.7,7,2
1850,167,Côte de Midhopestones,0,2.5,6.1,3
1850,175,Côte de Bradfield,0,1,7.4,4
1850,182,Côte d'Oughtibridge,0,1.5,9.1,3
1850,196,VC Côte de Jenkin Road,0,0.8,10.8,4
1852,34,Côte de Campagnette,0,1,6.5,4
